# xs μloc ρ χ_N χ_cluster
0.005	-Inf	0.0	0.0	0.0
0.015	-Inf	0.0	0.0	0.0
0.025	-Inf	0.0	0.0	0.0
0.035	-Inf	0.0	0.0	0.0
0.045	-Inf	0.0	0.0	0.0
0.055	-Inf	0.0	0.0	0.0
0.065	-Inf	0.0	0.0	0.0
0.075	-Inf	0.0	0.0	0.0
0.085	-Inf	0.0	0.0	0.0
0.095	-Inf	0.0	0.0	0.0
0.105	-Inf	0.0	0.0	0.0
0.115	-Inf	0.0	0.0	0.0
0.125	-Inf	0.0	0.0	0.0
0.135	-Inf	0.0	0.0	0.0
0.145	-Inf	0.0	0.0	0.0
0.155	-Inf	0.0	0.0	0.0
0.165	-Inf	0.0	0.0	0.0
0.175	-Inf	0.0	0.0	0.0
0.185	-Inf	0.0	0.0	0.0
0.195	-Inf	0.0	0.0	0.0
0.205	-0.2389148155949914	0.35183617253779637	0.18199188385129128	0.023010475492687088
0.215	-0.24350928619832146	0.35386537719478883	0.185975634877114	0.02383743495447077
0.225	-0.24793493720505966	0.3538546406622121	0.1853842140406292	0.023052899877203048
0.235	-0.2521912559707973	0.3517610168097596	0.18725177226677925	0.02428274547512088
0.245	-0.25627774376878776	0.3516268101525511	0.18436835549292008	0.019487333589438438
0.255	-0.26019391595155295	0.35009685426037424	0.18195157892468528	0.01805458756761158
0.265	-0.2639393021125751	0.34954929109896354	0.18304853086094797	0.022825376004284914
0.275	-0.2675134462479867	0.34894267700838116	0.18198242625307426	0.020873554085664714
0.285	-0.27091590691818546	0.34841658691212385	0.18448231878012855	0.020320558762645047
0.295	-0.2741462574092792	0.35004853986377915	0.18581262870083526	0.022074646254456542
0.305	-0.27720408589428125	0.34825553892347366	0.18314805210168084	0.020110409922423744
0.315	-0.28008899559397005	0.3474825085779527	0.18458553543913947	0.019690057474563427
0.325	-0.28280060493732506	0.3472677779264191	0.18353659741642314	0.01868156422781697
0.335	-0.2853385477214525	0.3454640404535369	0.182830526467745	0.021204430313666145
0.345	-0.2877024732709117	0.3469081040851003	0.1817237962589755	0.018309576380017956
0.355	-0.28989204659635925	0.3412445831509017	0.17961100344234104	0.02216407061754433
0.365	-0.29190694855240773	0.3424739161309316	0.17986568677432002	0.021862830116625487
0.375	-0.293746875994636	0.34454606691823075	0.18339678134470505	0.02455028251085556
0.385	-0.2954115419356236	0.34099227463534976	0.17732954203290863	0.015921513175714885
